1,durand
2,arnaud
3,phillipe
4,salomon
5,Alison
6,Alisson
7,Alith
8,Alitha
9,Alix
10,Alixan
11,Anthony
12,Antoine
13,Antoinette
14,Anton
15,Antonella
16,Antonia
17,Antonin
18,Antonine
19,Antonio
20,Antony
21,Anya
22,Aoda
23,Aphrodise
24,Apollinaire
25,Apolline
26,Apollonius
27,Apollos
28,April
29,Aquila
30,Aquilin
31,Aranka
32,Arbogaste
33,Arcade
34,Arcadie
35,Archambaud
36,Archibald
37,Arédius
38,Arès
39,Ariald
40,Ariane
41,Aricie
42,Ariel
43,Arielle
44,Aristarque
45,Aristide
46,Aristote
47,Arlette
48,Armaël
49,Armaëlle
50,Armance
51,Armand
52,Armande
53,Armel
54,Armelle
55,Armentaire
56,Arnaud
57,Arnaude
58,Arnauld
59,Arno
60,Arnold
61,Arnoul
62,Arnould
63,Arnoult
64,Arnulf
65,Aroiho
66,Arsène
67,Artémas
68,Artème
69,Artémis
70,Arthaud
71,Bérangère
72,Bérard
73,Bérarde
74,Bérardine
75,Berchaire
76,Bérenger
77,Bérengère
78,Bérénice
79,Bergamote
80,Berlinde
81,Bernadette
82,Bernard
83,Bernardin
84,Bernardine
85,Bernat
86,Bernez
87,Bernon
88,Bernward
89,Bert
90,Berthe
91,Berthold
92,Bertile
93,Bertilie
94,Bertille
95,Bertin
96,Bertine
97,Bertram
98,Bertrand
99,Bertrande
100,Bertrane
101,Bertranet
102,Beryl
103,Bessarion
104,Bessie
105,Beth
106,Caïssa
107,Caïus
108,Caleb
109,Caline
110,Calixte
111,Calixtine
112,Callie
113,Calliope
114,Callista
115,Calliste
116,Callistine
117,Calogero
118,Calvin
119,Calypso
120,Camélia
121,Cameron
122,Camiho
123,Camilla
124,Camille
125,Camilo
126,Candice
127,Candide
128,Candy
129,Canice
130,Cannelle
131,Cantien
132,Cantienne
133,Canut
134,Caprais
135,Capucin
136,Capucine
137,Carelle
138,Caren
139,Carine
140,Carl
141,Carla
142,Carle
143,Carline
144,Carlo
145,Carlos
146,Carlotta
147,Carmel
148,Carmen
149,Carol
150,Darius
151,Darrell
152,Dauphine
153,Dave
154,Davia
155,Daviane
156,David
157,Davina
158,Davis
159,Davy
160,Dayan
161,Dayana
162,Déborah
163,Delcia
164,Délia
165,Delinda
166,Delphin
167,Delphine
168,Démétrie
169,Démétrien
170,Démétrius
171,Denez
172,Deniel
173,Deniela
174,Denis
175,Denise
176,Denys
177,Denyse
178,Déodat
179,Emie
180,Emiland
181,Emilande
182,Emile
183,Emilia
184,Emilian
185,Emiliane
186,Emilie
187,Emilien
188,Emilienne
189,Emilion
190,Emma
191,Emmanuel
192,Emmanuella
193,Emmanuelle
194,Emmélie
195,Emmeran
196,Emmeranne
197,Emmie
198,Emmy
199,Emrys
200,Enaël
201,Endellion
202,Engelbert
203,Engelberte
204,Engerand
205,Englebert
206,Enguerrand
207,Enoal
208,Enoha
209,Enola
210,Enora
211,Enric
212,Enrick
213,Enrique
214,Enza
215,Enzo
216,Eodez
217,Eole
218,Eozen
219,Epaphras
220,Epaphrodite
221,Fantine
222,Fara
223,Farah
224,Fare
225,Farid
226,Faron
227,Fatima
228,Faust
229,Fausta
230,Fauste
231,Faustin
232,Faustine
233,Fauve
234,Fé
235,Fedora
236,Félicette
237,Félicie
238,Félicien
239,Félicissime
240,Félicité
241,Félix
242,Féliz
243,Ferdinand
244,Ferdinande
245,Fergus
246,Fernand
247,Fernande
248,Fernando
249,Ferréol
250,Feuillan
251,Fiacre
252,Fidèle
253,Fidéline
254,Fidès
255,Filip
256,Fina
257,Fine
258,Finette
259,Fintan
260,Fiona
261,Gilbert
262,Gilberte
263,Gilda
264,Gildas
265,Gilia
266,Gilian
267,Giliane
268,Gilles
269,Gillette
270,Gilliane
271,Gillone
272,Gillou
273,Gilly
274,Gina
275,Gina
276,Gina
277,Ginette
278,Ginévra
279,Ginger
280,Ginny
281,Gino
282,Giobatta
283,Gioia
284,Giorgia
285,Giorgia
286,Giorgio
287,Giovanna
288,Giovanni
289,Girard
290,Giraud
291,Gisbert
292,Gisela
293,Haribert
294,Harmonie
295,Harold
296,Harris
297,Harry
298,Hassan
299,Haude
300,Havoise
301,Hayley
302,Hazel
303,Hébert
304,Hébertine
305,Hector
306,Hedwige
307,Hégésippe
308,Heidi
309,Héléna
310,Hélène
311,Hélia
312,Héliane
313,Hélicia
314,Héliciane
315,Hélicie
316,Hélidie
317,Hélie
318,Hélier
319,Héliette
320,Héliodore
321,Hélisende
322,Hellouin
323,Imelda
324,Imre
325,Inaya
326,Inès
327,Ingeborg
328,Ingrid
329,Inna
330,Innocent
331,Ioannina
332,Iphigénie
333,Ira
334,Iraïs
335,Iréna
336,Irène
337,Irénée
338,Irénise
339,Iria
340,Irina
341,Iris
342,Irma
343,Irmengarde
344,Iroise
345,Irsillane
346,Irving
347,Isaac
348,Isabé
349,Isabeau
350,Isabel
351,Jakeza
352,James
353,Jamila
354,Jamy
355,Jan
356,Jane
357,Janelle
358,Janeto
359,Janice
360,Janick
361,Janie
362,Janik
363,Janine
364,Janique
365,Janis
366,Jannick
367,Jano
368,János
369,Janvier
370,Janvière
371,Jany
372,Japhet
373,Jarod
374,Jarrod
375,Jasmin
376,Jasmina
377,Jasmine
378,Jason
379,Jasper
380,Katialyne
381,Katy
382,Kaylina
383,Keane
384,Keegan
385,Kelian
386,Kelig
387,Kellia
388,Kelly
389,Kelvyn
390,Kelya
391,Kémo
392,Kenan
393,Kendall
394,Kendra
395,Kenneth
396,Kenny
397,Kenya
398,Kenzo
399,Keoni
400,Kerrien
401,Kerstin
402,Kessy
403,Ketsia
404,Ketty
405,Ketura
406,Kevan
407,Kevin
408,Kewan
409,Landry
410,Lanfranc
411,Laodamie
412,Laodicée
413,Laora
414,Laouénan
415,Lara
416,Larissa
417,Lars
418,Lary
419,Latuin
420,Laud
421,Laudine
422,Laumer
423,Laur
424,Laura
425,Laura Lee
426,Lauraine
427,Laurana
428,Laurane
429,Laure
430,Laureen
431,Laurel
432,Laureline
433,Laurelle
434,Lauren
435,Laurence
436,Laurène
437,Laurèns
438,Maëlys
439,Maéna
440,Maera
441,Maéva
442,Maeveen
443,Maewenn
444,Magali
445,Magalie
446,Magda
447,Magdalène
448,Maggy
449,Magloire
450,Magne
451,Magnolia
452,Magnus
453,Maguelone
454,Maguelonne
455,Mahault
456,Mahaut
457,Mahé
458,Mahée
459,Mahieu
460,Mahou
461,Mai
462,Maïa
463,Maialen
464,Nanou
465,Nans
466,Nao
467,Naomi
468,Napoléon
469,Narcisse
470,Narde
471,Nardon
472,Nastasia
473,Natacha
474,Natalène
475,Natalia
476,Natalie
477,Natan
478,Natelia
479,Nathaël
480,Nathalène
481,Nathalie
482,Nathan
483,Nathanaël
484,Nathanaëlle
485,Nathaniel
486,Naud
487,Naudet
488,Naudin
489,Nawal
490,Nayla
491,Nazaire
492,Néal
493,Nectaire
494,Nectan
495,Ned
496,Ogier
497,Oihan
498,Olaf
499,Olav
500,Oleg
501,Olga
502,Olier
503,Olinto
504,Oliva
505,Olive
506,Oliver
507,Olivette
508,Olivia
509,Oliviane
510,Olivier
511,Olympe
512,Olympia
513,Olympio
514,Omar
515,Ombeline
516,Ombline
517,Ombredanne
518,Petra
519,Pétronax
520,Pétrone
521,Pétronelle
522,Pétronille
523,Petrouchka
524,Petroussia
525,Pexine
526,Pey
527,Phalère
528,Phalier
529,Phanuel
530,Philbert
531,Philéas
532,Philémon
533,Philibert
534,Philippa
535,Philippe
536,Philippie
537,Philippine
538,Philogone
539,Philomène
540,Philothée
541,Phocas
542,Phoebé
543,Pholien
544,Photine
545,Phyllis
546,Pia
547,Quadratus
548,Quanton
549,Quentin
550,Quiéta
551,Quintia
552,Quintilien
553,Quintilla
554,Quintin
555,Quintina
556,Quirin
557,Quiterie
558,Quitterie
559,Quodvultdeus
560,Ramuncho
561,Ramuntcho
562,Rana
563,Raoul
564,Raoula
565,Raphaël
566,Raphaëlle
567,Raquel
568,Rauline
569,Ray
570,Rayan
571,Raymond
572,Raymonde
573,Raynal
574,Raynald
575,Rébecca
576,Régilla
577,Régina
578,Réginald
579,Régine
580,Régis
581,Reine
582,Réjane
583,Relinde
584,Sacha
585,Sadoc
586,Sadoth
587,Saëns
588,Saïd
589,Saintain
590,Sakura
591,Salaberge
592,Salaün
593,Saliha
594,Salomé
595,Salomée
596,Salomon
597,Salva
598,Salvadore
599,Salvator
600,Salvatore
601,Salvé
602,Salvia
603,Salvian
604,Salviane
605,Salvine
606,Salvy
607,Sam
608,Samantha
609,Sametane
610,Samia
611,Sammy
612,Samson
613,Samthann
614,Samuel
615,Samy
616,Sanche
617,Sancho
618,Tanja
619,Tanneguy
620,Tany
621,Tanya
622,Tao
623,Tara
624,Taraise
625,Tarcisius
626,Tarsicius
627,Tatia
628,Tatiana
629,Tatien
630,Tatienne
631,Ted
632,Teddy
633,Tehani
634,Teiva
635,Télémaque
636,Télésphore
637,Télio
638,Tercius
639,Térence
640,Térésa
641,Térésina
642,Terèso
643,Terry
644,Tess
645,Tessa
646,Teva
647,Thaddée
648,Thaïs
649,Ubald
650,Ugo
651,Ulpiano
652,Ulric
653,Ulrica
654,Ulrich
655,Ulrik
656,Ultan
657,Ultane
658,Ulysse
659,Ulyssia
660,Umbria
661,Umbrina
662,Unai
663,Urbain
664,Urban
665,Urbanie
666,Urbanilla
667,Urcisse
668,Uriel
669,Urielle
670,Urs
671,Ursa
672,Ursan
673,Ursanne
674,Ursicin
675,Ursilla
676,Ursin
677,Ursmer
678,Ursula
679,Ursule
680,Valens
681,Valentia
682,Valentiane
683,Valentin
684,Valentine
685,Valentino
686,Valère
687,Valéri
688,Valéria
689,Valérian
690,Valériane
691,Valérie
692,Valérien
693,Valéry
694,Valière
695,Vallonia
696,Valtrude
697,Vaneng
698,Vanessa
699,Vania
700,Vanille
701,Vanina
702,Vanne
703,Vaodez
704,Vassili
705,Vassilissa
706,Vélina
707,Venance
708,Venant
709,Venceslas
710,Venise
711,Venturin
712,Wandy
713,Warren
714,Waudru
715,Weltaz
716,Wenceslas
717,Wendy
718,Werburge
719,Werner
720,Wilbrord
721,Wilfrid
722,Wilfried
723,Wilhelm
724,Wilhelmine
725,Willard
726,Willehad
727,Willem
728,William
729,Willibald
730,Willibrord
731,Willy
732,Wilmart
733,Winebald
734,Winifred
735,Winnie
736,Winnoc
737,Xant
738,Xantha
739,Xanthe
740,Xanthie
741,Xanthin
742,Xavier
743,Xaviera
744,Xavière
745,Xénia
746,Xénophon
747,Xyste
748,Xytilis
749,Xytilise
750,Yaël
751,Yaëlle
752,Yanis
753,Yann
754,Yannick
755,Yannis
756,Yasmine
757,Yec'han
758,Yelena
759,Yerri
760,Yestin
761,Yeun
762,Yoan
763,Yoann
764,Yoanna
765,Yoël
766,Yoëlle
767,Yoen
768,Yohan(n)
769,Yohanân
770,Yolaine
771,Yolande
772,Yoldie
773,Yolène
774,Yona(h)
775,Yoni
776,Yonie
777,Yoran
778,Yorick
779,Youen
780,Youna
781,Younès
782,Zéphirine
783,Zéphyr
784,Zéphyrin
785,Zéra
786,Zérane
787,Zian
788,Zinedine
789,Ziska
790,Zita
791,Zite
792,Ziv
793,Ziva
794,Zlatan
795,Zoé
796,Zoélie
797,Zoltan
798,Zora
799,Zoraïda
800,Zosime
801,Zotique
802,Zozima
803,Zozime
804,Zozimène
805,Zulma
806,Zulmée
